timestamp,id,nombre,zona,tipo,lat,lon,Cs137_Bq_m3,K40_Bq_L,Sr90_Bq_L,EDR_uSv_h,pH,Conductividad_uS,Turbidez_NTU,As_mg_kg,Hg_mg_kg,Pb_mg_kg,Cd_mg_kg,Zn_mg_kg,Cu_mg_kg,Bateria_pct,Voltaje_V,Estado_Bateria,Indice_Salud,Estado
2026-05-28 03:49,KAT-06,Toma Riego Central,Río Katari,riego,-16.51,-68.55,2.696,88.54,0.1016,0.271,6.24,1002.6,81.06,34.48,2.48,12.3,1.93,32.65,27.27,65.7,3.89,🟢 OK,32.9,CRÍTICO
2026-05-28 02:37,KAT-07,Descarga Media,Río Katari,descarga,-16.5,-68.62,3.163,89.0,0.2895,0.222,8.29,2647.8,74.79,21.92,3.1,54.04,0.78,27.96,8.58,6.5,3.36,🔴 CRÍTICO,30.0,CRÍTICO
2026-05-28 01:25,KAT-08,Zona Sedimentación,Río Katari,monitoreo,-16.495,-68.64,2.892,110.18,0.1087,0.092,6.3,1785.9,42.54,23.47,2.43,32.21,6.56,13.28,19.93,54.2,3.79,🟢 OK,33.4,CRÍTICO
2026-05-28 00:13,KAT-09,Toma Riego Sur,Río Katari,riego,-16.49,-68.65,1.75,117.82,0.1464,0.052,6.51,1078.6,55.84,29.85,5.16,30.4,4.17,69.79,23.45,45.4,3.71,🟢 OK,32.9,CRÍTICO
2026-05-27 23:01,KAT-10,Tramo Bajo Katari,Río Katari,monitoreo,-16.48,-68.68,3.17,94.31,0.2081,0.072,8.81,1288.9,10.71,6.02,0.9,35.24,1.11,39.14,39.68,5.0,3.34,🔴 CRÍTICO,49.0,PRECAUCIÓN
2026-05-27 21:49,KAT-11,Toma Riego Final,Río Katari,riego,-16.47,-68.72,2.759,89.09,0.0361,0.243,8.16,2016.6,74.35,39.0,1.84,12.48,7.67,85.25,45.8,30.1,3.57,🟡 BAJO,42.2,PRECAUCIÓN
2026-05-27 20:37,KAT-12,Descarga Pre-Cohana,Río Katari,descarga,-16.46,-68.75,1.855,113.82,0.1141,0.347,8.89,3363.0,54.65,51.72,1.32,63.16,7.42,121.94,24.7,69.1,3.92,🟢 OK,29.8,CRÍTICO
2026-05-27 19:25,COH-01,Cohana — Entrada,Bahía Cohana,bahia,-16.32,-68.78,2.072,75.54,0.295,0.452,6.28,2244.7,120.1,44.0,5.41,37.02,4.88,60.09,48.67,55.0,3.79,🟢 OK,18.3,CRÍTICO
2026-05-27 18:13,COH-02,Cohana — Centro,Bahía Cohana,bahia,-16.35,-68.82,4.027,114.48,0.0459,0.246,7.53,1585.0,72.79,63.8,3.28,14.65,2.7,121.44,45.25,5.0,3.34,🔴 CRÍTICO,34.2,CRÍTICO
2026-05-27 17:01,COH-03,Cohana — Sur,Bahía Cohana,bahia,-16.38,-68.85,0.589,110.05,0.0403,0.102,8.55,3219.7,17.48,70.03,3.46,31.77,12.41,147.77,68.42,51.0,3.76,🟢 OK,48.0,PRECAUCIÓN
2026-05-27 15:49,MIN-01,Zona Minera El Alto,Zona Minera,mina,-16.6,-68.35,2.678,79.18,0.2558,0.15,7.73,2787.8,153.25,51.88,0.95,51.18,1.93,40.46,18.27,40.2,3.66,🟢 OK,29.3,CRÍTICO
2026-05-27 14:37,MIN-02,Vertedero Viacha,Zona Minera,mina,-16.67,-68.29,5.074,104.17,0.3124,0.211,7.16,2400.0,147.3,91.41,0.96,96.29,1.67,186.43,52.73,67.4,3.91,🟢 OK,27.1,CRÍTICO
2026-05-27 13:25,KAT-01,Nacimiento Katari,Río Katari,origen,-16.65,-68.45,0.359,102.69,0.2097,0.168,7.62,2017.4,60.04,31.61,3.36,45.05,0.86,35.55,44.12,90.7,4.12,🟢 OK,43.1,PRECAUCIÓN
2026-05-27 12:13,KAT-02,El Alto — Zona Ind.,Río Katari,descarga,-16.58,-68.38,2.235,106.01,0.096,0.284,6.58,2434.6,46.31,11.92,7.46,68.43,10.03,83.53,24.08,82.2,4.04,🟢 OK,37.9,CRÍTICO
2026-05-27 11:01,KAT-03,Viacha — Minería,Río Katari,descarga,-16.65,-68.3,3.274,83.13,0.277,0.295,8.55,3577.9,87.36,31.94,7.17,60.86,1.2,16.09,28.02,79.9,4.02,🟢 OK,14.7,CRÍTICO
2026-05-27 09:49,KAT-04,Toma Riego Norte,Río Katari,riego,-16.52,-68.38,3.319,82.52,0.1332,0.271,7.18,2589.5,71.57,24.94,2.51,16.8,0.96,90.72,38.34,94.0,4.15,🟢 OK,38.1,CRÍTICO
2026-05-27 08:37,KAT-05,Confluencia Pallina,Río Katari,confluencia,-16.54,-68.52,3.349,102.77,0.1689,0.167,8.93,2387.4,24.73,10.67,5.23,31.78,2.63,72.48,30.16,37.4,3.64,🟡 BAJO,31.5,CRÍTICO
2026-05-27 07:25,KAT-06,Toma Riego Central,Río Katari,riego,-16.51,-68.55,0.488,108.58,0.1181,0.194,8.39,1833.9,72.36,28.81,4.84,22.66,1.71,11.72,35.92,57.7,3.82,🟢 OK,45.8,PRECAUCIÓN
2026-05-27 06:13,KAT-07,Descarga Media,Río Katari,descarga,-16.5,-68.62,3.362,85.65,0.0557,0.211,6.05,2168.6,72.39,33.07,6.97,28.24,7.54,116.28,29.2,55.9,3.8,🟢 OK,23.0,CRÍTICO
2026-05-27 05:01,KAT-08,Zona Sedimentación,Río Katari,monitoreo,-16.495,-68.64,2.914,122.48,0.042,0.169,8.87,1786.8,25.59,46.41,2.9,19.29,6.54,31.69,7.39,12.0,3.41,🔴 CRÍTICO,33.4,CRÍTICO
2026-05-27 03:49,KAT-09,Toma Riego Sur,Río Katari,riego,-16.49,-68.65,0.535,82.6,0.0403,0.287,7.99,1265.6,32.47,25.16,3.78,12.25,2.28,12.86,11.3,22.7,3.5,🟡 BAJO,60.5,PRECAUCIÓN
2026-05-27 02:37,KAT-10,Tramo Bajo Katari,Río Katari,monitoreo,-16.48,-68.68,0.694,79.44,0.0366,0.181,7.43,1306.6,33.94,34.25,0.62,40.47,6.49,16.73,40.89,75.3,3.98,🟢 OK,58.7,PRECAUCIÓN
2026-05-27 01:25,KAT-11,Toma Riego Final,Río Katari,riego,-16.47,-68.72,0.318,88.84,0.1765,0.145,8.32,1270.0,21.74,25.6,3.54,21.1,4.89,79.64,5.74,16.5,3.45,🔴 CRÍTICO,55.7,PRECAUCIÓN
2026-05-27 00:13,KAT-12,Descarga Pre-Cohana,Río Katari,descarga,-16.46,-68.75,3.404,119.76,0.1629,0.264,7.65,1596.1,56.68,21.61,2.49,30.07,0.86,55.21,18.31,20.8,3.49,🟡 BAJO,36.0,CRÍTICO
2026-05-26 23:01,COH-01,Cohana — Entrada,Bahía Cohana,bahia,-16.32,-68.78,0.762,119.53,0.1996,0.103,8.11,3428.7,66.75,41.71,5.07,57.07,6.88,31.58,24.18,21.9,3.5,🟡 BAJO,29.9,CRÍTICO
2026-05-26 21:49,COH-02,Cohana — Centro,Bahía Cohana,bahia,-16.35,-68.82,3.319,103.54,0.127,0.109,9.06,2966.6,35.9,17.51,2.49,17.6,3.33,53.91,17.22,65.2,3.89,🟢 OK,37.0,CRÍTICO
2026-05-26 20:37,COH-03,Cohana — Sur,Bahía Cohana,bahia,-16.38,-68.85,0.57,101.23,0.1436,0.46,9.05,1722.3,54.87,62.4,6.81,24.16,3.11,108.28,64.85,34.3,3.61,🟡 BAJO,29.8,CRÍTICO
2026-05-26 19:25,MIN-01,Zona Minera El Alto,Zona Minera,mina,-16.6,-68.35,3.944,89.0,0.2535,0.364,6.58,2506.3,77.51,30.86,2.0,63.96,6.42,127.85,21.37,25.9,3.53,🟡 BAJO,28.9,CRÍTICO
2026-05-26 18:13,MIN-02,Vertedero Viacha,Zona Minera,mina,-16.67,-68.29,3.691,77.59,0.121,0.264,6.42,1777.4,166.42,78.53,3.41,70.34,15.53,130.58,48.01,18.0,3.46,🔴 CRÍTICO,16.8,CRÍTICO
2026-05-26 17:01,KAT-01,Nacimiento Katari,Río Katari,origen,-16.65,-68.45,1.25,121.48,0.1814,0.298,8.99,1168.8,62.81,12.86,0.76,37.85,5.97,88.55,10.07,82.6,4.04,🟢 OK,48.8,PRECAUCIÓN
2026-05-26 15:49,KAT-02,El Alto — Zona Ind.,Río Katari,descarga,-16.58,-68.38,1.083,83.18,0.0637,0.199,8.53,2908.5,65.02,58.93,3.36,57.75,6.53,62.47,33.09,38.6,3.65,🟡 BAJO,33.8,CRÍTICO
2026-05-26 14:37,KAT-03,Viacha — Minería,Río Katari,descarga,-16.65,-68.3,3.559,100.14,0.0831,0.406,8.79,2246.9,67.28,44.06,1.41,65.51,9.08,56.91,14.07,78.5,4.01,🟢 OK,24.4,CRÍTICO
2026-05-26 13:25,KAT-04,Toma Riego Norte,Río Katari,riego,-16.52,-68.38,2.129,101.67,0.1944,0.112,8.44,1214.8,29.8,36.5,0.59,30.15,7.79,91.85,18.57,78.8,4.01,🟢 OK,43.6,PRECAUCIÓN
2026-05-26 12:13,KAT-05,Confluencia Pallina,Río Katari,confluencia,-16.54,-68.52,0.478,117.32,0.038,0.107,7.23,2299.5,17.06,35.58,4.05,33.35,7.12,60.29,14.78,36.4,3.63,🟡 BAJO,54.3,PRECAUCIÓN
2026-05-26 11:01,KAT-06,Toma Riego Central,Río Katari,riego,-16.51,-68.55,0.708,120.42,0.131,0.086,7.24,1736.2,79.85,29.87,2.97,32.02,0.59,91.42,43.35,53.0,3.78,🟢 OK,46.7,PRECAUCIÓN
2026-05-26 09:49,KAT-07,Descarga Media,Río Katari,descarga,-16.5,-68.62,3.328,121.12,0.2188,0.223,6.47,2699.4,74.24,50.65,7.18,64.61,6.69,27.58,63.79,74.3,3.97,🟢 OK,10.4,CRÍTICO
2026-05-26 08:37,KAT-08,Zona Sedimentación,Río Katari,monitoreo,-16.495,-68.64,0.524,121.04,0.1895,0.06,7.61,1953.3,36.67,19.33,4.47,4.71,3.64,46.63,26.77,79.2,4.01,🟢 OK,54.6,PRECAUCIÓN
2026-05-26 07:25,KAT-09,Toma Riego Sur,Río Katari,riego,-16.49,-68.65,1.242,92.35,0.1625,0.083,7.4,1337.3,40.88,12.66,2.93,23.35,9.26,43.25,28.58,52.7,3.77,🟢 OK,53.0,PRECAUCIÓN
2026-05-26 06:13,KAT-10,Tramo Bajo Katari,Río Katari,monitoreo,-16.48,-68.68,0.162,108.18,0.0483,0.068,8.98,1209.8,37.9,47.12,2.95,31.29,1.07,79.87,13.02,73.3,3.96,🟢 OK,45.5,PRECAUCIÓN
2026-05-26 05:01,KAT-11,Toma Riego Final,Río Katari,riego,-16.47,-68.72,0.785,84.53,0.0195,0.254,7.46,1908.9,10.42,24.29,3.06,24.33,4.29,61.89,10.72,10.5,3.39,🔴 CRÍTICO,65.3,PRECAUCIÓN
2026-05-26 03:49,KAT-12,Descarga Pre-Cohana,Río Katari,descarga,-16.46,-68.75,4.077,122.31,0.1234,0.073,6.84,2858.7,52.41,16.53,5.64,47.81,0.95,41.97,19.47,50.1,3.75,🟢 OK,29.1,CRÍTICO
2026-05-26 02:37,COH-01,Cohana — Entrada,Bahía Cohana,bahia,-16.32,-68.78,0.276,80.21,0.2628,0.108,6.55,3084.9,36.01,23.19,6.09,64.51,12.66,69.8,48.39,8.4,3.38,🔴 CRÍTICO,43.8,PRECAUCIÓN
2026-05-26 01:25,COH-02,Cohana — Centro,Bahía Cohana,bahia,-16.35,-68.82,1.605,119.82,0.022,0.141,6.27,1963.9,11.01,44.61,3.82,67.01,12.47,61.95,22.64,21.3,3.49,🟡 BAJO,38.4,CRÍTICO
2026-05-26 00:13,COH-03,Cohana — Sur,Bahía Cohana,bahia,-16.38,-68.85,3.049,88.4,0.209,0.187,7.27,2831.2,59.39,67.63,6.4,16.21,13.21,82.59,62.66,55.0,3.79,🟢 OK,21.8,CRÍTICO
2026-05-25 23:01,MIN-01,Zona Minera El Alto,Zona Minera,mina,-16.6,-68.35,2.995,76.12,0.1002,0.165,7.68,3373.7,51.12,80.63,10.76,56.31,4.16,69.47,9.94,62.7,3.86,🟢 OK,18.4,CRÍTICO
2026-05-25 21:49,MIN-02,Vertedero Viacha,Zona Minera,mina,-16.67,-68.29,1.003,103.83,0.1019,0.201,7.72,3424.0,141.18,11.42,2.22,90.0,17.72,130.91,58.84,39.5,3.66,🟡 BAJO,54.3,PRECAUCIÓN
2026-05-25 20:37,KAT-01,Nacimiento Katari,Río Katari,origen,-16.65,-68.45,0.688,120.72,0.0974,0.09,7.19,1831.8,8.95,36.25,0.84,31.64,2.79,45.79,16.33,45.2,3.71,🟢 OK,60.4,PRECAUCIÓN
2026-05-25 19:25,KAT-02,El Alto — Zona Ind.,Río Katari,descarga,-16.58,-68.38,3.43,89.86,0.1786,0.34,7.48,2905.0,110.64,19.99,0.81,22.82,8.64,19.4,35.07,63.7,3.87,🟢 OK,43.3,PRECAUCIÓN
2026-05-25 18:13,KAT-03,Viacha — Minería,Río Katari,descarga,-16.65,-68.3,1.684,113.55,0.0472,0.323,6.23,3056.7,61.98,32.92,2.33,57.9,11.4,104.51,21.88,61.2,3.85,🟢 OK,36.9,CRÍTICO
2026-05-25 17:01,KAT-04,Toma Riego Norte,Río Katari,riego,-16.52,-68.38,1.29,79.58,0.1991,0.095,6.42,2556.4,40.37,28.01,4.82,37.45,8.21,71.26,33.28,81.2,4.03,🟢 OK,32.0,CRÍTICO
2026-05-25 15:49,KAT-05,Confluencia Pallina,Río Katari,confluencia,-16.54,-68.52,0.929,99.47,0.0571,0.236,9.06,2546.0,8.35,44.11,1.33,30.06,9.26,12.21,33.49,32.3,3.59,🟡 BAJO,51.1,PRECAUCIÓN
2026-05-25 14:37,KAT-06,Toma Riego Central,Río Katari,riego,-16.51,-68.55,3.115,123.55,0.2046,0.131,7.47,2408.2,71.76,40.06,0.61,31.33,2.64,20.39,7.43,64.2,3.88,🟢 OK,32.4,CRÍTICO
2026-05-25 13:25,KAT-07,Descarga Media,Río Katari,descarga,-16.5,-68.62,1.71,111.24,0.0355,0.183,6.98,2612.9,94.53,44.15,6.84,45.1,3.74,15.83,57.04,5.0,3.34,🔴 CRÍTICO,32.2,CRÍTICO
2026-05-25 12:13,KAT-08,Zona Sedimentación,Río Katari,monitoreo,-16.495,-68.64,2.954,101.45,0.2036,0.252,8.48,2636.5,32.87,22.13,2.84,32.74,8.86,102.0,36.47,36.5,3.63,🟡 BAJO,37.1,CRÍTICO
2026-05-25 11:01,KAT-09,Toma Riego Sur,Río Katari,riego,-16.49,-68.65,1.485,111.88,0.0607,0.125,6.34,1555.8,27.87,15.06,0.63,5.3,9.96,49.42,20.34,56.8,3.81,🟢 OK,64.3,PRECAUCIÓN
2026-05-25 09:49,KAT-10,Tramo Bajo Katari,Río Katari,monitoreo,-16.48,-68.68,0.827,122.5,0.1724,0.3,6.28,1661.5,74.48,24.88,3.51,12.02,9.99,30.89,43.79,52.2,3.77,🟢 OK,43.9,PRECAUCIÓN
2026-05-25 08:37,KAT-11,Toma Riego Final,Río Katari,riego,-16.47,-68.72,2.089,100.63,0.0591,0.255,6.55,1330.4,19.93,19.96,0.71,48.11,8.96,96.67,45.99,9.8,3.39,🔴 CRÍTICO,56.2,PRECAUCIÓN
2026-05-25 07:25,KAT-12,Descarga Pre-Cohana,Río Katari,descarga,-16.46,-68.75,1.965,112.91,0.2156,0.148,6.48,3262.8,32.09,38.92,4.77,42.85,1.83,128.69,21.5,5.0,3.34,🔴 CRÍTICO,23.3,CRÍTICO
2026-05-25 06:13,COH-01,Cohana — Entrada,Bahía Cohana,bahia,-16.32,-68.78,4.499,122.78,0.2818,0.103,8.51,3091.2,72.95,33.61,3.45,24.28,11.11,83.79,11.41,9.7,3.39,🔴 CRÍTICO,23.9,CRÍTICO
2026-05-25 05:01,COH-02,Cohana — Centro,Bahía Cohana,bahia,-16.35,-68.82,3.501,78.81,0.2785,0.401,7.53,2651.1,77.85,29.79,5.76,44.94,4.5,138.05,56.54,45.0,3.71,🟢 OK,21.5,CRÍTICO
2026-05-25 03:49,COH-03,Cohana — Sur,Bahía Cohana,bahia,-16.38,-68.85,4.314,118.36,0.2348,0.318,8.59,3197.6,88.22,55.3,1.83,66.21,13.26,17.65,58.33,5.0,3.34,🔴 CRÍTICO,19.6,CRÍTICO
2026-05-25 02:37,MIN-01,Zona Minera El Alto,Zona Minera,mina,-16.6,-68.35,2.412,112.18,0.0672,0.093,8.54,3930.0,90.43,34.61,7.06,97.31,13.05,67.1,61.66,30.9,3.58,🟡 BAJO,22.9,CRÍTICO
2026-05-25 01:25,MIN-02,Vertedero Viacha,Zona Minera,mina,-16.67,-68.29,5.293,80.35,0.2509,0.432,7.68,4296.4,64.34,88.79,1.87,93.35,14.13,30.82,33.68,43.2,3.69,🟢 OK,24.4,CRÍTICO
2026-05-25 00:13,KAT-01,Nacimiento Katari,Río Katari,origen,-16.65,-68.45,0.338,104.11,0.0826,0.308,7.92,1036.8,73.88,45.94,4.2,10.35,7.74,11.32,5.13,42.5,3.68,🟢 OK,47.6,PRECAUCIÓN
2026-05-24 23:01,KAT-02,El Alto — Zona Ind.,Río Katari,descarga,-16.58,-68.38,2.384,113.52,0.2119,0.224,7.38,1987.6,117.28,33.89,1.74,56.37,9.97,41.81,10.72,70.8,3.94,🟢 OK,32.4,CRÍTICO
2026-05-24 21:49,KAT-03,Viacha — Minería,Río Katari,descarga,-16.65,-68.3,3.137,88.66,0.2884,0.222,6.47,2360.9,111.38,44.9,3.39,23.58,13.9,66.75,58.45,30.5,3.57,🟡 BAJO,20.5,CRÍTICO
2026-05-24 20:37,KAT-04,Toma Riego Norte,Río Katari,riego,-16.52,-68.38,0.81,76.56,0.1449,0.306,7.14,2412.1,42.52,13.04,4.8,39.45,7.87,88.83,36.16,62.2,3.86,🟢 OK,46.8,PRECAUCIÓN
2026-05-24 19:25,KAT-05,Confluencia Pallina,Río Katari,confluencia,-16.54,-68.52,0.545,76.63,0.1999,0.077,7.91,2298.2,43.17,10.51,3.88,23.86,2.36,55.46,6.9,56.5,3.81,🟢 OK,55.2,PRECAUCIÓN
2026-05-24 18:13,KAT-06,Toma Riego Central,Río Katari,riego,-16.51,-68.55,0.992,114.88,0.0753,0.151,7.41,979.5,10.96,25.41,3.44,17.62,7.13,90.28,36.95,8.4,3.38,🔴 CRÍTICO,59.7,PRECAUCIÓN
2026-05-24 17:01,KAT-07,Descarga Media,Río Katari,descarga,-16.5,-68.62,2.348,80.25,0.0859,0.297,9.06,1679.1,62.35,48.65,4.54,6.92,5.0,81.09,11.05,32.8,3.6,🟡 BAJO,26.6,CRÍTICO
2026-05-24 15:49,KAT-08,Zona Sedimentación,Río Katari,monitoreo,-16.495,-68.64,0.228,78.93,0.093,0.261,6.41,1913.5,59.55,13.66,1.26,9.21,6.57,75.76,5.53,80.6,4.03,🟢 OK,65.1,PRECAUCIÓN
2026-05-24 14:37,KAT-09,Toma Riego Sur,Río Katari,riego,-16.49,-68.65,0.288,102.06,0.1566,0.137,8.7,2159.7,68.39,39.47,0.82,44.77,5.71,86.23,23.2,53.7,3.78,🟢 OK,42.0,PRECAUCIÓN
2026-05-24 13:25,KAT-10,Tramo Bajo Katari,Río Katari,monitoreo,-16.48,-68.68,1.826,111.58,0.0287,0.28,6.19,1375.1,17.81,14.46,5.34,19.66,2.18,83.63,31.87,39.3,3.65,🟡 BAJO,50.1,PRECAUCIÓN
2026-05-24 12:13,KAT-11,Toma Riego Final,Río Katari,riego,-16.47,-68.72,1.919,110.96,0.0586,0.099,9.09,2597.7,56.46,33.82,0.78,5.88,2.91,52.72,40.67,56.8,3.81,🟢 OK,46.1,PRECAUCIÓN
2026-05-24 11:01,KAT-12,Descarga Pre-Cohana,Río Katari,descarga,-16.46,-68.75,3.537,96.27,0.1156,0.391,7.15,3667.0,11.77,41.38,3.68,51.99,7.17,128.15,58.84,28.8,3.56,🟡 BAJO,28.6,CRÍTICO
2026-05-24 09:49,COH-01,Cohana — Entrada,Bahía Cohana,bahia,-16.32,-68.78,1.525,104.62,0.2972,0.364,6.65,3009.9,82.48,16.16,6.04,68.11,3.23,47.17,67.5,6.4,3.36,🔴 CRÍTICO,37.0,CRÍTICO
2026-05-24 08:37,COH-02,Cohana — Centro,Bahía Cohana,bahia,-16.35,-68.82,4.332,99.61,0.0937,0.213,8.7,2562.2,68.69,45.23,1.87,33.15,14.68,50.09,47.67,16.6,3.45,🔴 CRÍTICO,26.1,CRÍTICO
2026-05-24 07:25,COH-03,Cohana — Sur,Bahía Cohana,bahia,-16.38,-68.85,3.939,81.54,0.3148,0.136,7.41,2034.8,16.56,40.62,3.18,62.7,6.87,48.76,45.18,47.1,3.72,🟢 OK,27.0,CRÍTICO
2026-05-24 06:13,MIN-01,Zona Minera El Alto,Zona Minera,mina,-16.6,-68.35,1.322,83.38,0.0292,0.546,8.28,3458.7,85.25,78.18,6.74,87.14,4.82,39.15,31.06,5.0,3.34,🔴 CRÍTICO,34.2,CRÍTICO
2026-05-24 05:01,MIN-02,Vertedero Viacha,Zona Minera,mina,-16.67,-68.29,3.682,121.83,0.03,0.261,6.38,2866.2,157.59,53.11,1.26,22.35,19.9,200.41,8.81,63.9,3.88,🟢 OK,34.7,CRÍTICO
2026-05-24 03:49,KAT-01,Nacimiento Katari,Río Katari,origen,-16.65,-68.45,2.191,118.4,0.1048,0.083,7.6,1781.3,57.77,6.51,1.97,36.21,2.37,72.64,44.94,23.0,3.51,🟡 BAJO,52.1,PRECAUCIÓN
